sentence,causal
"flector (diclofenac) is a nonsteroidal anti-inflammatory drug (nsaid) used to treat minor aches and pains associated with the common cold, headache, muscle aches, backache, and arthritis",1
"myopathies tend to cause proximal weakness, which is best detected by watching the child get up from the floor or walk up stairs",1
recycled plastic handles have built-in microban antimicrobial product protection that inhibits the growth of bacteria that causes stains and odors,1
"the aid, however, barely begins to cover the estimated $400 million in damage caused by the storms",1
"beset by malicious worms after failing to convince enough server administrators to take its out-of-band security bulletin, ms08-067, seriously, microsoft is taking computer security to the streets: it has formed a cybersecurity posse to dismantle the conficker/downandup worm's infrastructure and has offered a $250,000 reward for information leading to the arrest and conviction of those responsible for the outbreak",1
"stuff that we don't wish for to occur such as thievery, undesired phone call use, as well as damages as a result of accidents and unintended immersions and some spillage can easily inflict damage to our feelings as well as to our wallets",1
"the use of ct scans has doubled from 1995 to 2005 and a 2001 study estimated that roughly one child in 1,100 who received a ct scan may ultimately die from cancer caused by the radiation",1
"merck knew that vioxx caused an increased risk of stroke, yet continued to market the drug",1
"teflon contains a chemical called per-flouro-octanoid-acid also known as pfoa, which can cause cancer",1
use evacuation chairs only for life threatening emergency situations -- improper use can result in injuries to both those assisting and those being assisted,1
prostatitis is usually a result of an infection but quite often is thought to be caused by stress,1
any delays resulting from your negligence may require a modification to the orders completion date by the design team to provide sufficient time for printing and assembly,1
"among the 5-10% who do exhibit symptoms, the virus causes ""a mild disease of headache, nausea, and fever",1
"while businesses recognize that these inefficient processes inflate costs, limit productivity (as a consequence of manual entry, approval sign-offs, filing, and other tasks) and create the risk of errors resulting in payment delays, many companies perceive the cost and complexity of traditional software solutions as barriers to automation",1
